date,open,high,low,close,volume,average,barCount
2026-04-09 01:33:56-04:00,4743.2,4743.2,4742.9,4742.9,4.0,4742.98,4
2026-04-09 01:33:57-04:00,4742.9,4742.9,4742.9,4742.9,0.0,4742.9,0
2026-04-09 01:33:58-04:00,4742.9,4742.9,4742.9,4742.9,0.0,4742.9,0
2026-04-09 01:33:59-04:00,4743.0,4743.0,4741.9,4741.9,14.0,4742.22,9
2026-04-09 01:34:00-04:00,4741.8,4741.8,4741.2,4741.3,8.0,4741.48,7
2026-04-09 01:34:01-04:00,4741.9,4742.2,4741.8,4742.2,7.0,4742.07,4
2026-04-09 01:34:02-04:00,4742.3,4742.3,4742.0,4742.0,4.0,4742.2,4
2026-04-09 01:34:03-04:00,4742.0,4742.0,4742.0,4742.0,0.0,4742.0,0
2026-04-09 01:34:04-04:00,4742.2,4742.2,4742.2,4742.2,1.0,4742.2,1
2026-04-09 01:34:05-04:00,4742.2,4742.2,4742.2,4742.2,0.0,4742.2,0
2026-04-09 01:34:06-04:00,4742.2,4742.2,4742.2,4742.2,0.0,4742.2,0
2026-04-09 01:34:07-04:00,4742.2,4742.2,4742.2,4742.2,0.0,4742.2,0
2026-04-09 01:34:08-04:00,4742.2,4742.2,4742.2,4742.2,0.0,4742.2,0
2026-04-09 01:34:09-04:00,4742.1,4742.1,4742.1,4742.1,1.0,4742.1,1
2026-04-09 01:34:10-04:00,4742.1,4742.1,4742.1,4742.1,0.0,4742.1,0
2026-04-09 01:34:11-04:00,4741.8,4741.8,4741.8,4741.8,1.0,4741.8,1
2026-04-09 01:34:12-04:00,4741.8,4741.8,4741.8,4741.8,0.0,4741.8,0
2026-04-09 01:34:13-04:00,4741.8,4741.8,4741.8,4741.8,0.0,4741.8,0
2026-04-09 01:34:14-04:00,4741.8,4741.8,4741.8,4741.8,0.0,4741.8,0
2026-04-09 01:34:15-04:00,4741.8,4741.8,4741.8,4741.8,0.0,4741.8,0
2026-04-09 01:34:16-04:00,4741.8,4741.8,4741.8,4741.8,0.0,4741.8,0
2026-04-09 01:34:17-04:00,4742.1,4742.1,4742.1,4742.1,1.0,4742.1,1
2026-04-09 01:34:18-04:00,4742.5,4742.6,4742.5,4742.6,2.0,4742.55,2
2026-04-09 01:34:19-04:00,4742.6,4742.6,4742.6,4742.6,0.0,4742.6,0
2026-04-09 01:34:20-04:00,4742.6,4742.6,4742.6,4742.6,0.0,4742.6,0
2026-04-09 01:34:21-04:00,4742.6,4742.6,4742.6,4742.6,0.0,4742.6,0
2026-04-09 01:34:22-04:00,4742.6,4742.6,4742.3,4742.3,2.0,4742.45,2
2026-04-09 01:34:23-04:00,4742.3,4742.3,4742.3,4742.3,0.0,4742.3,0
2026-04-09 01:34:24-04:00,4742.3,4742.3,4742.3,4742.3,0.0,4742.3,0
2026-04-09 01:34:25-04:00,4742.3,4742.3,4742.3,4742.3,0.0,4742.3,0
2026-04-09 01:34:26-04:00,4742.3,4742.3,4742.3,4742.3,0.0,4742.3,0
2026-04-09 01:34:27-04:00,4742.3,4742.3,4742.3,4742.3,0.0,4742.3,0
2026-04-09 01:34:28-04:00,4742.2,4742.2,4742.2,4742.2,1.0,4742.2,1
2026-04-09 01:34:29-04:00,4742.2,4742.2,4742.2,4742.2,0.0,4742.2,0
2026-04-09 01:34:30-04:00,4742.0,4742.3,4742.0,4742.3,2.0,4742.15,2
2026-04-09 01:34:31-04:00,4742.5,4742.6,4742.5,4742.6,3.0,4742.53,3
