Date,AAPL,BA,DIS,GE,JPM,MSFT,TSLA,WMT
2017-08-08,40.02000045776367,239.5,106.9800033569336,196.61538696289062,93.68000030517578,72.79000091552734,24.347999572753906,81.58999633789062
2017-08-09,40.26499938964844,234.30999755859375,102.83000183105469,197.76922607421875,93.52999877929688,72.47000122070312,24.235332489013672,81.61000061035156
2017-08-10,38.83000183105469,232.8800048828125,101.3499984741211,194.61538696289062,92.19000244140625,71.41000366210938,23.69333267211914,80.66000366210938
2017-08-11,39.369998931884766,234.8800048828125,101.98999786376953,193.84616088867188,91.41999816894531,72.5,23.857999801635742,80.4000015258789
2017-08-14,39.962501525878906,237.14999389648438,101.4000015258789,195.07691955566406,92.48999786376953,73.58999633789062,24.253332138061523,80.69999694824219
2017-08-15,40.400001525878906,239.1699981689453,101.51000213623047,193.38461303710938,92.7300033569336,73.22000122070312,24.155332565307617,80.7699966430664
2017-08-16,40.23749923706055,237.58999633789062,102.19999694824219,193.07691955566406,92.08999633789062,73.6500015258789,24.194000244140625,80.9800033569336
2017-08-17,39.46500015258789,235.58999633789062,101.37999725341797,190.38461303710938,90.6500015258789,72.4000015258789,23.461332321166992,79.69999694824219
2017-08-18,39.375,235.77000427246094,100.69999694824219,188.84616088867188,90.73999786376953,72.48999786376953,23.163999557495117,79.30999755859375
2017-08-21,39.3025016784668,235.67999267578125,101.16999816894531,188.38461303710938,90.62999725341797,72.1500015258789,22.52400016784668,79.70999908447266
2017-08-22,39.94499969482422,239.75,102.7699966430664,189.23077392578125,91.55999755859375,73.16000366210938,22.75666618347168,80.0199966430664
2017-08-23,39.994998931884766,238.08999633789062,101.5,187.61538696289062,91.66999816894531,72.72000122070312,23.51799964904785,79.95999908447266
2017-08-24,39.817501068115234,238.74000549316406,101.5199966430664,186.92308044433594,91.5199966430664,72.69000244140625,23.528667449951172,78.33999633789062
2017-08-25,39.96500015258789,235.88999938964844,102.41000366210938,188.38461303710938,91.88999938964844,72.81999969482422,23.203332901000977,78.62999725341797
2017-08-28,40.36750030517578,237.17999267578125,102.55999755859375,188.23077392578125,91.5999984741211,72.83000183105469,23.04400062561035,78.02999877929688
2017-08-29,40.727500915527344,240.49000549316406,102.56999969482422,188.0,91.0999984741211,73.05000305175781,23.157333374023438,78.7699966430664
2017-08-30,40.837501525878906,240.4600067138672,102.87000274658203,186.76922607421875,91.30999755859375,74.01000213623047,23.545333862304688,78.54000091552734
2017-08-31,41.0,239.66000366210938,101.19999694824219,188.84616088867188,90.88999938964844,74.7699966430664,23.726667404174805,78.06999969482422
2017-09-01,41.01250076293945,240.3300018310547,101.5,193.38461303710938,91.69999694824219,73.94000244140625,23.69333267211914,78.37000274658203
2017-09-05,40.52000045776367,237.0,101.5999984741211,190.38461303710938,89.51000213623047,73.61000061035156,23.305999755859375,79.80000305175781
2017-09-06,40.477500915527344,234.6199951171875,101.5,191.6923065185547,90.11000061035156,73.4000015258789,22.968666076660156,80.08000183105469
2017-09-07,40.314998626708984,236.30999755859375,97.05999755859375,184.76922607421875,88.52999877929688,74.33999633789062,23.374000549316406,80.12000274658203
2017-09-08,39.657501220703125,238.77999877929688,97.06999969482422,183.23077392578125,88.41999816894531,73.9800033569336,22.893333435058594,78.87999725341797
2017-09-11,40.375,240.58999633789062,97.08999633789062,182.46153259277344,89.79000091552734,74.76000213623047,24.246000289916992,79.08000183105469
2017-09-12,40.21500015258789,240.5800018310547,97.88999938964844,183.92308044433594,90.88999938964844,74.68000030517578,24.183332443237305,79.61000061035156
2017-09-13,39.912498474121094,241.92999267578125,98.81999969482422,185.46153259277344,91.1500015258789,75.20999908447266,24.415332794189453,79.86000061035156
2017-09-14,39.56999969482422,245.22999572753906,97.9000015258789,186.61538696289062,90.97000122070312,74.7699966430664,25.176000595092773,79.68000030517578
2017-09-15,39.970001220703125,249.0,98.5199966430664,184.07691955566406,91.62000274658203,75.30999755859375,25.320667266845703,80.37999725341797
2017-09-18,39.66749954223633,253.0800018310547,98.0999984741211,188.15383911132812,92.91999816894531,75.16000366210938,25.666667938232422,80.0
2017-09-19,39.682498931884766,252.4600067138672,98.43000030517578,186.15383911132812,93.94000244140625,75.44000244140625,25.00666618347168,80.05000305175781
2017-09-20,39.01750183105469,255.4600067138672,99.20999908447266,187.07691955566406,94.5999984741211,74.94000244140625,24.92733383178711,80.5
2017-09-21,38.34749984741211,256.0400085449219,98.88999938964844,190.38461303710938,95.02999877929688,74.20999908447266,24.43199920654297,80.01000213623047
2017-09-22,37.97249984741211,256.45001220703125,98.5999984741211,191.3076934814453,94.83000183105469,74.41000366210938,23.4060001373291,79.52999877929688
2017-09-25,37.63750076293945,254.32000732421875,99.56999969482422,193.15383911132812,94.12000274658203,73.26000213623047,22.999332427978516,79.1500015258789
2017-09-26,38.28499984741211,253.6999969482422,98.62999725341797,191.76922607421875,93.69999694824219,73.26000213623047,23.016666412353516,79.38999938964844
2017-09-27,38.557498931884766,255.27999877929688,99.23999786376953,187.46153259277344,95.18000030517578,73.8499984741211,22.731332778930664,79.29000091552734
2017-09-28,38.31999969482422,254.27000427246094,98.05000305175781,186.46153259277344,95.37999725341797,73.87000274658203,22.639999389648438,78.94999694824219
2017-09-29,38.529998779296875,254.2100067138672,98.56999969482422,186.0,95.51000213623047,74.48999786376953,22.739999771118164,78.13999938964844
2017-10-02,38.45249938964844,255.99000549316406,99.86000061035156,189.0,96.83999633789062,74.61000061035156,22.768667221069336,78.44999694824219
2017-10-03,38.619998931884766,255.4600067138672,100.79000091552734,190.76922607421875,97.3499984741211,74.26000213623047,23.209333419799805,79.22000122070312
2017-10-04,38.369998931884766,255.75999450683594,100.55000305175781,188.3076934814453,96.36000061035156,74.69000244140625,23.667333602905273,79.08999633789062
2017-10-05,38.84749984741211,258.8900146484375,100.11000061035156,188.76922607421875,97.08999633789062,75.97000122070312,23.68866729736328,79.41000366210938
2017-10-06,38.82500076293945,258.5799865722656,100.06999969482422,187.61538696289062,96.91999816894531,76.0,23.79199981689453,79.0
2017-10-09,38.959999084472656,258.3900146484375,99.56999969482422,180.23077392578125,96.41000366210938,76.29000091552734,22.862667083740234,80.52999877929688
2017-10-10,38.974998474121094,260.92999267578125,99.58000183105469,179.6923065185547,97.12999725341797,76.29000091552734,23.70599937438965,84.12999725341797
2017-10-11,39.13750076293945,261.44000244140625,98.55000305175781,177.46153259277344,96.83999633789062,76.41999816894531,23.639999389648438,85.7300033569336
2017-10-12,39.0,261.9100036621094,96.93000030517578,177.3076934814453,95.98999786376953,77.12000274658203,23.711999893188477,86.0999984741211
2017-10-13,39.247501373291016,260.739990234375,97.37999725341797,176.76922607421875,95.86000061035156,77.48999786376953,23.704666137695312,86.62000274658203
2017-10-16,39.970001220703125,259.75,98.12999725341797,179.6923065185547,97.83999633789062,77.6500015258789,23.373332977294922,85.73999786376953
2017-10-17,40.11750030517578,258.6199951171875,98.36000061035156,178.38461303710938,97.62000274658203,77.58999633789062,23.71666717529297,85.9800033569336
2017-10-18,39.939998626708984,260.0400085449219,98.25,177.84616088867188,97.98999786376953,77.61000061035156,23.976667404174805,86.22000122070312
2017-10-19,38.994998931884766,259.0400085449219,99.01000213623047,181.38461303710938,98.11000061035156,77.91000366210938,23.45400047302246,86.4000015258789
2017-10-20,39.0625,264.75,99.4000015258789,183.3076934814453,99.51000213623047,78.80999755859375,23.00666618347168,87.44000244140625
2017-10-23,39.04249954223633,262.32000732421875,98.69999694824219,171.6923065185547,99.33999633789062,78.83000183105469,22.468000411987305,88.6500015258789
2017-10-24,39.275001525878906,266.0,98.29000091552734,168.38461303710938,100.91999816894531,78.86000061035156,22.48933219909668,87.9800033569336
2017-10-25,39.102500915527344,258.4200134277344,97.80000305175781,165.38461303710938,101.0199966430664,78.62999725341797,21.722667694091797,88.4800033569336
2017-10-26,39.352500915527344,259.2699890136719,98.55999755859375,164.0,101.73999786376953,78.76000213623047,21.744667053222656,88.62000274658203
2017-10-27,40.76250076293945,256.4599914550781,98.30999755859375,159.92308044433594,101.7699966430664,83.80999755859375,21.391332626342773,88.16999816894531
2017-10-30,41.68000030517578,259.25,98.04000091552734,157.0,101.41000366210938,83.88999938964844,21.338666915893555,86.94999694824219
2017-10-31,42.2599983215332,257.9800109863281,97.80999755859375,155.07691955566406,100.61000061035156,83.18000030517578,22.101999282836914,87.30999755859375
2017-11-01,41.72249984741211,258.5,99.02999877929688,154.0,100.91999816894531,83.18000030517578,21.405332565307617,87.94000244140625
2017-11-02,42.02750015258789,262.6300048828125,98.3499984741211,153.38461303710938,101.58999633789062,84.05000305175781,19.950666427612305,88.80000305175781
2017-11-03,43.125,261.75,98.63999938964844,154.92308044433594,101.41000366210938,84.13999938964844,20.4060001373291,89.68000030517578
2017-11-06,43.5625,264.07000732421875,100.63999938964844,154.84616088867188,100.77999877929688,84.47000122070312,20.185333251953125,88.69999694824219
2017-11-07,43.70249938964844,266.1300048828125,101.61000061035156,155.46153259277344,98.75,84.2699966430664,20.40333366394043,88.94999694824219
2017-11-08,44.060001373291016,265.57000732421875,101.18000030517578,154.76922607421875,97.63999938964844,84.55999755859375,20.292667388916016,90.26000213623047
2017-11-09,43.970001220703125,262.70001220703125,102.68000030517578,153.76922607421875,97.62999725341797,84.08999633789062,20.19933319091797,90.30000305175781
2017-11-10,43.66749954223633,260.8500061035156,104.77999877929688,157.61538696289062,97.51000213623047,83.87000274658203,20.19933319091797,90.91999816894531
2017-11-13,43.49250030517578,262.4200134277344,104.73999786376953,146.3076934814453,97.86000061035156,83.93000030517578,21.02666664123535,90.98999786376953
2017-11-14,42.834999084472656,261.760009765625,103.16999816894531,137.6923065185547,97.2699966430664,84.05000305175781,20.579999923706055,91.08999633789062
2017-11-15,42.27000045776367,262.8599853515625,103.69000244140625,140.46153259277344,98.19000244140625,82.9800033569336,20.753332138061523,89.83000183105469
2017-11-16,42.775001525878906,263.70001220703125,103.5999984741211,140.38461303710938,98.47000122070312,83.19999694824219,20.833332061767578,99.62000274658203
2017-11-17,42.537498474121094,262.260009765625,103.44000244140625,140.07691955566406,98.13999938964844,82.4000015258789,21.003332138061523,97.47000122070312
2017-11-20,42.494998931884766,264.6300048828125,102.75,138.3076934814453,99.01000213623047,82.52999877929688,20.582666397094727,97.4800033569336
2017-11-21,43.28499984741211,266.989990234375,103.0,137.15383911132812,98.93000030517578,83.72000122070312,21.187332153320312,96.5199966430664
2017-11-22,43.7400016784668,265.1499938964844,102.73999786376953,139.61538696289062,98.63999938964844,83.11000061035156,20.84000015258789,96.41000366210938
2017-11-24,43.74250030517578,265.8800048828125,102.63999938964844,139.92308044433594,98.31999969482422,83.26000213623047,21.036666870117188,96.62000274658203
2017-11-27,43.522499084472656,265.5799865722656,102.79000091552734,139.38461303710938,97.93000030517578,83.87000274658203,21.12066650390625,96.62000274658203
2017-11-28,43.26750183105469,267.989990234375,103.41000366210938,141.61538696289062,101.36000061035156,84.87999725341797,21.170000076293945,96.7699966430664
2017-11-29,42.369998931884766,269.29998779296875,105.23999786376953,142.15383911132812,103.7300033569336,83.33999633789062,20.502666473388672,97.55999755859375
2017-11-30,42.962501525878906,276.79998779296875,104.81999969482422,140.6923065185547,104.5199966430664,84.16999816894531,20.59000015258789,97.2300033569336
2017-12-01,42.76250076293945,271.3800048828125,105.25,137.53846740722656,104.79000091552734,84.26000213623047,20.435333251953125,97.3499984741211
2017-12-04,42.45000076293945,277.9700012207031,110.22000122070312,138.07691955566406,106.94999694824219,81.08000183105469,20.34666633605957,97.01000213623047
2017-12-05,42.40999984741211,275.5400085449219,107.22000122070312,136.61538696289062,105.72000122070312,81.58999633789062,20.246667861938477,97.83000183105469
2017-12-06,42.252498626708984,278.2699890136719,105.45999908447266,135.84616088867188,104.93000030517578,82.77999877929688,20.884000778198242,97.27999877929688
2017-12-07,42.33000183105469,281.9700012207031,105.26000213623047,136.23077392578125,104.62000274658203,82.48999786376953,20.749332427978516,96.77999877929688
2017-12-08,42.342498779296875,285.8999938964844,104.2300033569336,136.23077392578125,105.93000030517578,84.16000366210938,21.0086669921875,96.55000305175781
2017-12-11,43.16749954223633,283.1600036621094,106.83000183105469,135.76922607421875,105.62000274658203,85.2300033569336,21.92733383178711,96.93000030517578
2017-12-12,42.92499923706055,289.94000244140625,107.43000030517578,137.76922607421875,106.8499984741211,85.58000183105469,22.735332489013672,96.69999694824219
2017-12-13,43.067501068115234,291.8399963378906,107.61000061035156,136.61538696289062,105.51000213623047,85.3499984741211,22.601999282836914,97.76000213623047
2017-12-14,43.05500030517578,293.8800048828125,110.56999969482422,135.6923065185547,104.66000366210938,84.69000244140625,22.525999069213867,97.12999725341797
2017-12-15,43.49250030517578,293.94000244140625,111.2699966430664,137.07691955566406,106.13999938964844,86.8499984741211,22.89666748046875,97.11000061035156
2017-12-18,44.10499954223633,296.1400146484375,111.02999877929688,136.61538696289062,106.95999908447266,86.37999725341797,22.591333389282227,97.9000015258789
2017-12-19,43.6349983215332,297.25,111.80999755859375,135.3076934814453,106.51000213623047,85.83000183105469,22.073333740234375,98.80000305175781
2017-12-20,43.587501525878906,297.8999938964844,109.69000244140625,134.23077392578125,106.13999938964844,85.5199966430664,21.93199920654297,98.75
2017-12-21,43.752498626708984,295.0299987792969,109.56999969482422,134.38461303710938,107.83000183105469,85.5,22.110666275024414,98.05999755859375
2017-12-22,43.752498626708984,295.1000061035156,108.66999816894531,134.61538696289062,107.44999694824219,85.51000213623047,21.68000030517578,98.20999908447266
2017-12-26,42.64250183105469,295.3599853515625,108.12000274658203,134.07691955566406,107.0199966430664,85.4000015258789,21.152666091918945,99.16000366210938
2017-12-27,42.650001525878906,295.6199951171875,107.63999938964844,133.6923065185547,107.22000122070312,85.70999908447266,20.775999069213867,99.26000213623047
2017-12-28,42.77000045776367,296.3500061035156,107.7699966430664,133.53846740722656,107.79000091552734,85.72000122070312,21.02400016784668,99.4000015258789
2017-12-29,42.307498931884766,294.9100036621094,107.51000213623047,134.23077392578125,106.94000244140625,85.54000091552734,20.75666618347168,98.75
2018-01-02,43.064998626708984,296.8399963378906,111.80000305175781,138.3076934814453,107.94999694824219,85.94999694824219,21.368667602539062,98.58999633789062
2018-01-03,43.057498931884766,297.79998779296875,112.27999877929688,139.61538696289062,108.05999755859375,86.3499984741211,21.149999618530273,99.44999694824219
2018-01-04,43.25749969482422,296.6700134277344,112.2300033569336,142.53846740722656,109.04000091552734,87.11000061035156,20.974666595458984,99.54000091552734
2018-01-05,43.75,308.8399963378906,111.62000274658203,142.61538696289062,108.33999633789062,88.19000244140625,21.10533332824707,100.12999725341797
2018-01-08,43.587501525878906,310.1499938964844,110.0199966430664,140.61538696289062,108.5,88.27999877929688,22.42733383178711,101.61000061035156
2018-01-09,43.58250045776367,318.42999267578125,109.94000244140625,142.76922607421875,109.05000305175781,88.22000122070312,22.246000289916992,100.38999938964844
2018-01-10,43.5724983215332,320.260009765625,109.47000122070312,145.61538696289062,110.25,87.81999969482422,22.31999969482422,99.66999816894531
2018-01-11,43.81999969482422,328.1199951171875,110.98999786376953,146.3076934814453,110.83999633789062,88.08000183105469,22.530000686645508,100.0199966430664
2018-01-12,44.272499084472656,336.2099914550781,112.47000122070312,144.3076934814453,112.66999816894531,89.5999984741211,22.4146671295166,100.87000274658203
2018-01-16,44.04750061035156,335.1600036621094,110.69000244140625,140.07691955566406,112.2699966430664,88.3499984741211,22.67066764831543,100.69000244140625
2018-01-17,44.775001525878906,351.010009765625,111.97000122070312,133.46153259277344,112.98999786376953,90.13999938964844,23.143999099731445,102.69999694824219
2018-01-18,44.814998626708984,340.1600036621094,110.41999816894531,129.0,113.26000213623047,90.0999984741211,22.971332550048828,104.30000305175781
2018-01-19,44.6150016784668,337.7300109863281,110.58999633789062,125.07691955566406,113.01000213623047,90.0,23.334667205810547,104.58999633789062
2018-01-22,44.25,338.0,111.0999984741211,124.38461303710938,114.33000183105469,91.61000061035156,23.437332153320312,105.44999694824219
2018-01-23,44.2599983215332,335.5899963378906,110.41000366210938,129.92308044433594,114.20999908447266,91.9000015258789,23.519332885742188,105.9000015258789
2018-01-24,43.55500030517578,334.69000244140625,110.5,126.46154022216797,115.66999816894531,91.81999969482422,23.05933380126953,105.79000091552734
2018-01-25,42.77750015258789,343.1099853515625,110.55000305175781,124.46154022216797,115.69999694824219,92.33000183105469,22.50933265686035,106.5999984741211
2018-01-26,42.877498626708984,343.2200012207031,112.19000244140625,124.07691955566406,116.31999969482422,94.05999755859375,22.856666564941406,108.38999938964844
2018-01-29,41.9900016784668,340.82000732421875,111.54000091552734,125.23076629638672,116.19999694824219,93.91999816894531,23.302000045776367,109.55000305175781
2018-01-30,41.74250030517578,337.7099914550781,110.11000061035156,122.69230651855469,115.11000061035156,92.73999786376953,23.05466651916504,107.7300033569336
2018-01-31,41.85749816894531,354.3699951171875,108.66999816894531,124.38461303710938,115.66999816894531,95.01000213623047,23.62066650390625,106.5999984741211
2018-02-01,41.94499969482422,356.94000244140625,110.48999786376953,123.23076629638672,116.87000274658203,94.26000213623047,23.28333282470703,105.5199966430664
2018-02-02,40.125,348.9100036621094,108.69999694824219,120.30769348144531,114.27999877929688,91.77999877929688,22.916667938232422,104.4800033569336
2018-02-05,39.122501373291016,328.8800048828125,104.69999694824219,114.69230651855469,108.80000305175781,88.0,22.208667755126953,100.08999633789062
2018-02-06,40.75749969482422,340.9100036621094,106.16999816894531,117.46154022216797,112.11000061035156,91.33000183105469,22.264667510986328,100.9000015258789
2018-02-07,39.8849983215332,348.1199951171875,104.76000213623047,117.30769348144531,112.87000274658203,89.61000061035156,23.0,102.8499984741211
2018-02-08,38.787498474121094,329.6600036621094,101.3499984741211,111.15384674072266,107.87999725341797,85.01000213623047,21.01533317565918,100.0199966430664
2018-02-09,39.102500915527344,332.8299865722656,103.08999633789062,114.92308044433594,110.04000091552734,88.18000030517578,20.69466781616211,99.37000274658203
2018-02-12,40.6775016784668,343.79998779296875,103.38999938964844,114.0,111.73999786376953,89.12999725341797,21.048667907714844,99.55000305175781
2018-02-13,41.084999084472656,343.1600036621094,104.12000274658203,112.84615325927734,112.43000030517578,89.83000183105469,21.577333450317383,100.9800033569336
2018-02-14,41.842498779296875,344.8500061035156,104.5999984741211,114.61538696289062,115.02999877929688,90.80999755859375,21.487333297729492,101.69999694824219
2018-02-15,43.247501373291016,356.4599914550781,105.18000030517578,114.23076629638672,115.51000213623047,92.66000366210938,22.271333694458008,103.2300033569336
2018-02-16,43.10749816894531,355.0400085449219,106.52999877929688,115.76923370361328,114.68000030517578,92.0,22.365999221801758,104.77999877929688
2018-02-20,42.962501525878906,353.3500061035156,105.9800033569336,113.38461303710938,114.70999908447266,92.72000122070312,22.31800079345703,94.11000061035156
2018-02-21,42.76750183105469,352.3699951171875,105.05000305175781,111.46154022216797,115.19000244140625,91.48999786376953,22.219999313354492,91.5199966430664
2018-02-22,43.125,355.9200134277344,105.23999786376953,112.46154022216797,114.9800033569336,91.7300033569336,23.077999114990234,92.7699966430664
2018-02-23,43.875,356.6600036621094,107.25,111.46154022216797,117.30999755859375,94.05999755859375,23.469999313354492,92.88999938964844
2018-02-26,44.74250030517578,363.4800109863281,109.80999755859375,112.69230651855469,118.7699966430664,95.41999816894531,23.827999114990234,93.12000274658203
2018-02-27,44.59749984741211,364.6400146484375,104.87000274658203,111.53845977783203,117.36000061035156,94.19999694824219,23.39933204650879,91.5199966430664
2018-02-28,44.529998779296875,362.2099914550781,103.16000366210938,108.53845977783203,115.5,93.7699966430664,22.87066650390625,90.01000213623047
2018-03-01,43.75,349.69000244140625,102.56999969482422,107.84615325927734,113.43000030517578,92.8499984741211,22.062000274658203,89.08000183105469
2018-03-02,44.0525016784668,344.6700134277344,102.98999786376953,108.61538696289062,113.31999969482422,93.05000305175781,22.341333389282227,88.7699966430664
2018-03-05,44.20500183105469,352.75,103.41000366210938,110.92308044433594,115.05999755859375,93.63999938964844,22.22333335876465,89.9800033569336
2018-03-06,44.16749954223633,348.9200134277344,104.94000244140625,112.61538696289062,115.16000366210938,93.31999969482422,21.8799991607666,89.05999755859375
2018-03-07,43.75749969482422,347.0400085449219,103.58999633789062,111.61538696289062,114.7300033569336,93.86000061035156,22.15333366394043,87.73999786376953
2018-03-08,44.23500061035156,348.7300109863281,104.02999877929688,111.69230651855469,114.73999786376953,94.43000030517578,21.940000534057617,87.91999816894531
2018-03-09,44.994998931884766,354.5199890136719,104.7300033569336,114.92308044433594,118.04000091552734,96.54000091552734,21.81133270263672,88.72000122070312
2018-03-12,45.43000030517578,344.19000244140625,105.16999816894531,116.15384674072266,117.66000366210938,96.7699966430664,23.034000396728516,88.06999969482422
2018-03-13,44.99250030517578,338.6700134277344,103.7300033569336,111.0,116.25,94.41000366210938,22.78933334350586,88.30000305175781
2018-03-14,44.61000061035156,330.260009765625,103.9000015258789,109.76923370361328,114.94999694824219,93.8499984741211,21.775333404541016,87.66999816894531
2018-03-15,44.662498474121094,329.9800109863281,103.23999786376953,110.46154022216797,115.23999786376953,94.18000030517578,21.706666946411133,87.51000213623047
2018-03-16,44.505001068115234,330.4700012207031,102.87000274658203,110.07691955566406,115.44000244140625,94.5999984741211,21.42333221435547,89.16999816894531
2018-03-19,43.82500076293945,331.760009765625,101.4800033569336,108.23076629638672,114.52999877929688,92.88999938964844,20.90399932861328,87.44999694824219
2018-03-20,43.810001373291016,337.6300048828125,101.3499984741211,104.92308044433594,114.63999938964844,93.12999725341797,20.703332901000977,87.94999694824219
2018-03-21,42.817501068115234,337.1000061035156,101.81999969482422,106.76923370361328,114.73999786376953,92.4800033569336,21.101999282836914,88.18000030517578
2018-03-22,42.212501525878906,319.6099853515625,100.5999984741211,102.69230651855469,109.94999694824219,89.79000091552734,20.606666564941406,87.13999938964844
2018-03-23,41.23500061035156,321.0,98.54000091552734,100.53845977783203,107.01000213623047,87.18000030517578,20.1026668548584,85.41999816894531
2018-03-26,43.192501068115234,328.9700012207031,100.6500015258789,99.15384674072266,110.30999755859375,93.77999877929688,20.278667449951172,87.5
2018-03-27,42.084999084472656,321.1199951171875,99.36000061035156,103.38461303710938,108.16999816894531,89.47000122070312,18.61199951171875,86.05000305175781
2018-03-28,41.619998931884766,320.0199890136719,98.54000091552734,105.23076629638672,108.0,89.38999938964844,17.185333251953125,87.7699966430664
2018-03-29,41.94499969482422,327.8800048828125,100.44000244140625,103.69230651855469,109.97000122070312,91.2699966430664,17.742000579833984,88.97000122070312
2018-04-02,41.66999816894531,322.44000244140625,98.66000366210938,100.92308044433594,107.8499984741211,88.5199966430664,16.832000732421875,85.55000305175781
2018-04-03,42.09749984741211,330.82000732421875,99.41999816894531,101.0,109.33000183105469,89.70999908447266,17.8353328704834,86.80000305175781
2018-04-04,42.90250015258789,327.44000244140625,100.94999694824219,102.15384674072266,110.98999786376953,92.33000183105469,19.12933349609375,87.22000122070312
2018-04-05,43.20000076293945,336.3999938964844,102.11000061035156,103.30769348144531,111.87999725341797,92.37999725341797,20.381332397460938,87.80999755859375
2018-04-06,42.095001220703125,326.1199951171875,100.3499984741211,100.46154022216797,109.08999633789062,90.2300033569336,19.953332901000977,86.69000244140625
2018-04-09,42.51250076293945,322.4800109863281,99.69999694824219,98.69230651855469,110.4000015258789,90.7699966430664,19.310667037963867,86.27999877929688
2018-04-10,43.3125,334.8299865722656,101.37000274658203,100.38461303710938,112.51000213623047,92.87999725341797,20.31333351135254,86.44999694824219
2018-04-11,43.11000061035156,327.3599853515625,100.80000305175781,99.76923370361328,110.62000274658203,91.86000061035156,20.062000274658203,85.91000366210938
2018-04-12,43.53499984741211,337.4800109863281,100.38999938964844,101.38461303710938,113.37000274658203,93.58000183105469,19.60533332824707,85.43000030517578
2018-04-13,43.682498931884766,329.2799987792969,100.3499984741211,103.76923370361328,110.30000305175781,93.08000183105469,20.022666931152344,86.0199966430664
2018-04-16,43.95500183105469,331.7699890136719,100.23999786376953,102.53845977783203,110.20999908447266,94.16999816894531,19.413999557495117,86.83999633789062
2018-04-17,44.560001373291016,336.7200012207031,102.16999816894531,106.07691955566406,110.20999908447266,96.06999969482422,19.179332733154297,87.9000015258789
2018-04-18,44.459999084472656,341.0,101.20999908447266,105.07691955566406,109.31999969482422,96.44000244140625,19.55666732788086,87.56999969482422
